8,"Liverpool","Liverpool","United Kingdom",“ALC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ALD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ALE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ALF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ALG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ALH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ALI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ALJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ALK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ALM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ALN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ALO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ALP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ALQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ALR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ALS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ALT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ALU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ALV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ALW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ALX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ALY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ALZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AMA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AMB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AMC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AMD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AME“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AMF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AMG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AMH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AMI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AMJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AMK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AMM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AMN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AMO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AMP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AMQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AMR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AMS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AMT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AMU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AMV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AMW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AMX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AMY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AMZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ANA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ANB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ANC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AND“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ANE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ANF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ANG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ANH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ANI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ANJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ANK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ANM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ANN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ANO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ANP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ANQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ANR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ANS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ANT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ANU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ANV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ANW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ANX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ANY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ANZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AOA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AOB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AOC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AOD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AOE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AOF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AOG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AOH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AOI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AOJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AOK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AOM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AON“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AOO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AOP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AOQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AOR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AOS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AOT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AOU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AOV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AOW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AOX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AOY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AOZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“APA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“APB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“APC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“APD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“APE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“APF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“APG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“APH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“API“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“APJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“APK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“APM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“APN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“APO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“APP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“APQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“APR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“APS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“APT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“APU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“APV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“APW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“APX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“APY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“APZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AQA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AQB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AQC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AQD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AQE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AQF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AQG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AQH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AQI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AQJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AQK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AQM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AQN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AQO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AQP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“AQQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“AQR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“AQS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AQT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“AQU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“AQV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“AQW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“AQX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“AQY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“AQZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ARA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ARB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ARC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ARD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ARE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ARF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ARG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ARH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ARI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ARJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ARK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ARM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ARN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ARO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ARP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ARQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ARR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ARS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ART“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ARU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ARV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ARW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ARX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ARY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ARZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ASA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ASB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ASC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ASD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ASE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ASF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ASG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ASH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ASI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ASJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ASK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ASM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ASN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ASO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ASP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ASQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ASR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ASS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“AST“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ASU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ASV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ASW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ASX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ASY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ASZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ATA“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ATB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ATC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ATD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ATE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ATF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ATG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ATH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ATI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ATJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ATK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ATM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ATN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ATO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ATP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“ATQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“ATR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“ATS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“ATT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“ATU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“ATV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“ATW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“ATX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“ATY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“ATZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“BBA“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“BBB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“BBC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“BBD“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“BBE“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“BBF“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“BBG“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“BBH“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“BBI“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“BBJ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“BBK“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“BBM“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“BBN“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“BBO“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“BBP“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“BBQ“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“BBR“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“BBS“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“BBT“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“BBU“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“BBV“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“BBW“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“BBX“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“BBY“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“BBZ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“BBB“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“BBB“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“BBC“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“BBD“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“BBE“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“BBF“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“BBG“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“BBH“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“BBI“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“BBJ“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“BBK“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“BBM“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“BBN“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“BBO“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“BBP“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“BBQ“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“BBR“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“BBS“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“BBT“,"EGLC",51.505278,0.055278,19,0,"E"
5,"La Guardia","New York","United States",“BBU“,"KLGA",40.777245,-73.872608,22,-5,"A"
6,"Heathrow","London","United Kingdom",“BBV“,"EGLL",51.4775,-0.461389,83,0,"E"
7,"Luton","London","United Kingdom",“BBW“,"EGGW",51.874722,-0.368333,526,0,"E"
8,"Liverpool","Liverpool","United Kingdom",“BBX“,"EGGP",53.333611,-2.849722,80,0,"E"
9,"Morristown Municipal Airport","Morristown","United States",“BBY“,"KMMU",40.79935,-74.4148747,187,-5,"A"
10,"Stansted","London","United Kingdom",“BBZ“,"EGSS",51.885,0.235,348,0,"E"
1,"General Edward Lawrence Logan Intl","Boston","United States",“BCB“,"KBOS",42.364347,-71.005181,19,-5,"A"
2,"Newark Liberty Intl","Newark","United States",“BCB“,"KEWR",40.6925,-74.168667,18,-5,"A"
3,"John F Kennedy Intl","New York","United States",“BCC“,"KJFK",40.639751,-73.778925,13,-5,"A"
4,"City","London","United Kingdom",“BCD“,"EGLC",51.505278,0.055278,19,0,"E"
